Date,target_sindaebang,sillim3bridge,gwankdorimbridge,yangsnabridge,Geumcheon,Guankak,Namhyoen,Hyeonchoongwon,Gisangcheong,Yeongdeungpo,Yangcheon,Hangang,Acc_6h_Geumcheon,Acc_6h_Guankak,Acc_6h_Namhyoen,Acc_6h_Hyeonchoongwon,Acc_6h_Gisangcheong,Acc_6h_Yeongdeungpo,Acc_6h_Yangcheon,Acc_6h_Hangang,Avg_raninfall_710101,Avg_raninfall_710102,Avg_raninfall_710103,Avg_raninfall_710104,Avg_raninfall_710105,Avg_raninfall_710106,Avg_raninfall_710107,Avg_raninfall_710108,Avg_raninfall_710109,Avg_raninfall_710110,sindaebang_0.5h,sindaebang_1h,sindaebang_2h,sindaebang_3h,sindaebang_4h,sindaebang_5h,sindaebang_6h
2022-05-06 10:20,13.06,0.19,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.07,13.06,13.06
2022-05-06 10:30,13.06,0.19,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.06,13.06,13.07,13.06,13.06
2022-05-06 10:40,13.06,0.19,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.06,13.06,13.06,13.05,13.06
2022-05-06 10:50,13.06,0.2,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.05,13.06
2022-05-06 11:00,13.06,0.2,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.06,13.06,13.06,13.06,13.06
2022-05-06 11:10,13.07,0.2,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.06,13.06,13.06,13.06,13.06
2022-05-06 11:20,13.06,0.2,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.06,13.06,13.06
2022-05-06 11:30,13.07,0.2,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.06,13.06,13.06
2022-05-06 11:40,13.07,0.2,0.15,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.05,13.06,13.06
2022-05-06 11:50,13.06,0.2,0.15,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.05,13.06,13.07
2022-05-06 12:00,13.06,0.2,0.15,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.06,13.06
2022-05-06 12:10,13.06,0.2,0.16,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.06,13.07
2022-05-06 12:20,13.06,0.2,0.16,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.06,13.06,13.06,13.06
2022-05-06 12:30,13.06,0.21,0.16,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.06,13.06,13.06,13.06
2022-05-06 12:40,13.06,0.2,0.15,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.05,13.06,13.06,13.06
2022-05-06 12:50,13.06,0.2,0.15,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.05,13.06,13.07,13.06
2022-05-06 13:00,13.06,0.21,0.14,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.06,13.07
2022-05-06 13:10,13.06,0.2,0.13,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.07,13.06
2022-05-06 13:20,13.06,0.21,0.15,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.06,13.06,13.06,13.06,13.06
2022-05-06 13:30,13.06,0.21,0.13,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.06,13.06,13.06,13.06,13.06
2022-05-06 13:40,13.06,0.22,0.13,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.05,13.06,13.06,13.06,13.06
2022-05-06 13:50,13.06,0.21,0.13,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.05,13.06,13.07,13.06,13.06
2022-05-06 14:00,13.06,0.21,0.14,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.06,13.06,13.06,13.07,13.06
2022-05-06 14:10,13.06,0.22,0.13,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.07,13.06,13.06
2022-05-06 14:20,13.07,0.22,0.12,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.06,13.06
2022-05-06 14:30,13.07,0.22,0.13,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.06,13.06
2022-05-06 14:40,13.06,0.21,0.12,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.05,13.06,13.06,13.06,13.06,13.06
2022-05-06 14:50,13.06,0.21,0.12,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.05,13.06,13.07,13.06,13.06,13.07
2022-05-06 15:00,13.06,0.22,0.13,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.07,13.06,13.07
2022-05-06 15:10,13.06,0.22,0.13,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.05,13.06,13.06,13.07,13.06,13.06,13.06
2022-05-06 15:20,13.06,0.22,0.13,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.05,13.06,13.06,13.06,13.06,13.06,13.06
2022-05-06 15:30,13.06,0.22,0.14,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.06,13.06
2022-05-06 15:40,13.05,0.22,0.14,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.06,13.06
2022-05-06 15:50,13.05,0.23,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.06,13.06,13.07,13.06
2022-05-06 16:00,13.06,0.22,0.13,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.06,13.07,13.06
2022-05-06 16:10,13.06,0.22,0.15,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.06,13.06,13.06,13.06
2022-05-06 16:20,13.06,0.22,0.15,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.06,13.06
2022-05-06 16:30,13.06,0.22,0.15,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.06,13.06
2022-05-06 16:40,13.06,0.22,0.14,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.06,13.06
2022-05-06 16:50,13.06,0.22,0.14,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.06,13.06,13.07,13.06,13.06
2022-05-06 17:00,13.06,0.22,0.15,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.06,13.07,13.06,13.06
2022-05-06 17:10,13.06,0.22,0.15,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.06,13.06,13.06,13.06,13.06
2022-05-06 17:20,13.06,0.21,0.15,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.06,13.06,13.06,13.06,13.07
2022-05-06 17:30,13.06,0.21,0.14,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.06,13.07
2022-05-06 17:40,13.06,0.22,0.15,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.06,13.06,13.06,13.06,13.07
2022-05-06 17:50,13.07,0.21,0.16,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.06,13.06,13.07
2022-05-06 18:00,13.06,0.2,0.15,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.06,13.07,13.06,13.06,13.07
2022-05-06 18:10,13.07,0.21,0.15,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.06,13.07
2022-05-06 18:20,13.06,0.21,0.14,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.07,13.07
2022-05-06 18:30,13.06,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.06,13.06,13.06,13.07,13.07
2022-05-06 18:40,13.06,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.07,13.07
2022-05-06 18:50,13.06,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.06,13.06,13.07,13.07
2022-05-06 19:00,13.07,0.21,0.13,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.06,13.06,13.07,13.07
2022-05-06 19:10,13.06,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.06,13.07,13.07
2022-05-06 19:20,13.06,0.2,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.07,13.07,13.07
2022-05-06 19:30,13.06,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.07,13.07,13.07
2022-05-06 19:40,13.06,0.2,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.07,13.07,13.07
2022-05-06 19:50,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.06,13.06,13.07,13.07,13.07
2022-05-06 20:00,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.06,13.06,13.07,13.07,13.07
2022-05-06 20:10,13.06,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.07,13.07,13.06
2022-05-06 20:20,13.06,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.06,13.07,13.07,13.07,13.06
2022-05-06 20:30,13.06,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.06,13.07,13.07,13.07,13.06
2022-05-06 20:40,13.06,0.21,0.13,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.07,13.07,13.06
2022-05-06 20:50,13.07,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.07,13.07,13.06
2022-05-06 21:00,13.07,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.07,13.07,13.06
2022-05-06 21:10,13.06,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.07,13.06,13.06
2022-05-06 21:20,13.06,0.21,0.13,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.07,13.07,13.06,13.06
2022-05-06 21:30,13.06,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.07,13.07,13.06,13.06
2022-05-06 21:40,13.06,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.07,13.07,13.06,13.06
2022-05-06 21:50,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.07,13.07,13.06,13.07
2022-05-06 22:00,13.06,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.07,13.07,13.06,13.07
2022-05-06 22:10,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.07,13.06,13.06,13.07
2022-05-06 22:20,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.07,13.07,13.06,13.06,13.06
2022-05-06 22:30,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.07,13.07,13.06,13.06,13.06
2022-05-06 22:40,13.06,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.07,13.07,13.06,13.06,13.06
2022-05-06 22:50,13.06,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.07,13.07,13.06,13.07,13.06
2022-05-06 23:00,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.07,13.07,13.06,13.07,13.07
2022-05-06 23:10,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.07,13.06,13.06,13.07,13.07
2022-05-06 23:20,13.07,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.07,13.06,13.06,13.06,13.07
2022-05-06 23:30,13.07,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.07,13.06,13.06,13.06,13.07
2022-05-06 23:40,13.07,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.07,13.06,13.06,13.06,13.07
2022-05-06 23:50,13.07,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.07,13.06,13.07,13.06,13.07
2022-05-07 0:00,13.07,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.07,13.06,13.07,13.07,13.07
2022-05-07 0:10,13.07,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.06,13.06,13.07,13.07,13.07
2022-05-07 0:20,13.07,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.06,13.06,13.06,13.07,13.06
2022-05-07 0:30,13.07,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.06,13.06,13.06,13.07,13.06
2022-05-07 0:40,13.07,0.22,0.15,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.06,13.06,13.06,13.07,13.06
2022-05-07 0:50,13.07,0.21,0.15,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.06,13.07,13.06,13.07,13.06
2022-05-07 1:00,13.07,0.21,0.15,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.06,13.07,13.07,13.07,13.06
2022-05-07 1:10,13.07,0.21,0.16,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.06,13.07,13.07,13.07,13.06
2022-05-07 1:20,13.07,0.21,0.15,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.06,13.06,13.07,13.06,13.06
2022-05-07 1:30,13.07,0.21,0.15,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.06,13.06,13.07,13.06,13.06
2022-05-07 1:40,13.07,0.21,0.14,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.07,13.06,13.06
2022-05-07 1:50,13.07,0.21,0.14,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.06,13.07,13.06,13.06
2022-05-07 2:00,13.07,0.21,0.15,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.07,13.07,13.06,13.06
2022-05-07 2:10,13.06,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.07,13.07,13.06,13.06
2022-05-07 2:20,13.06,0.21,0.13,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.06,13.06,13.06
2022-05-07 2:30,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.06,13.06,13.06
2022-05-07 2:40,13.06,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.06,13.06,13.06
2022-05-07 2:50,13.06,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.06,13.07,13.06,13.06,13.06
2022-05-07 3:00,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.07,13.07,13.06,13.06,13.07
2022-05-07 3:10,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.07,13.07,13.06,13.06,13.07
2022-05-07 3:20,13.06,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.07,13.06,13.06,13.06,13.07
2022-05-07 3:30,13.06,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.07,13.06,13.06,13.06,13.07
2022-05-07 3:40,13.06,0.21,0.13,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.07,13.06,13.06,13.06,13.07
2022-05-07 3:50,13.07,0.21,0.13,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.06,13.06,13.06,13.07
2022-05-07 4:00,13.07,0.21,0.13,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.07,13.06,13.06,13.07,13.07
2022-05-07 4:10,13.07,0.21,0.14,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.07,13.06,13.06,13.07,13.07
2022-05-07 4:20,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.07,13.06,13.06,13.06,13.07,13.07
2022-05-07 4:30,13.06,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.06,13.06,13.06,13.07,13.07
2022-05-07 4:40,13.06,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.06,13.06,13.06,13.07,13.07
2022-05-07 4:50,13.06,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.06,13.06,13.06,13.07,13.07
2022-05-07 5:00,13.07,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.06,13.06,13.07,13.07,13.07
2022-05-07 5:10,13.07,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.07,13.06,13.06,13.07,13.07,13.07
2022-05-07 5:20,13.07,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.06,13.06,13.07,13.07,13.07
2022-05-07 5:30,13.07,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.06,13.06,13.07,13.07,13.07
2022-05-07 5:40,13.07,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,13.06,13.06,13.06,13.07,13.07,13.07
2022-05-07 5:50,13.07,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.06,13.07,13.07,13.07
2022-05-07 6:00,13.07,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.07,13.07,13.07
2022-05-07 6:10,13.07,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.07,13.07,13.07
2022-05-07 6:20,13.06,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.07,13.07,13.07
2022-05-07 6:30,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.07,13.07,13.07
2022-05-07 6:40,13.06,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.07,13.07,13.07
2022-05-07 6:50,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.06,13.07,13.07,13.07,13.07
2022-05-07 7:00,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.07,13.07,13.07,13.07
2022-05-07 7:10,13.06,0.21,0.15,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.07,13.07,13.07,13.07
2022-05-07 7:20,13.06,0.21,0.16,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,13.06,13.07,13.07,13.07,13.07,13.07
